Id,Bound
812,0
813,0
814,0
815,1
816,0
817,0
818,1
819,0
820,1
821,1
822,1
823,0
824,0
825,0
826,0
827,0
828,1
829,0
830,0
831,1
832,1
833,1
834,0
835,0
836,0
837,1
838,0
839,0
840,1
841,1
842,0
843,1
844,1
845,0
846,1
847,1
848,0
849,1
850,1
851,1
852,0
853,1
854,1
855,1
856,0
857,1
858,1
859,1
860,0
861,0
862,1
863,1
864,1
865,0
866,1
867,1
868,1
869,1
870,0
871,1
872,1
873,0
874,0
875,0
876,1
877,1
878,1
879,0
880,0
881,0
882,1
883,1
884,0
885,1
886,1
887,1
888,0
889,1
890,0
891,1
892,1
893,1
894,0
895,1
896,0
897,1
898,1
899,0
900,0
901,0
902,1
903,0
904,0
905,1
906,1
907,1
908,1
909,1
910,0
911,0
912,1
913,1
914,1
915,0
916,1
917,0
918,1
919,0
920,1
921,0
922,1
923,1
924,1
925,0
926,1
927,1
928,1
929,1
930,0
931,1
932,1
933,0
934,1
935,1
936,1
937,0
938,0
939,0
940,1
941,0
942,1
943,1
944,0
945,0
946,1
947,0
948,0
949,0
950,1
951,1
952,1
953,0
954,0
955,0
956,1
957,1
958,1
959,0
960,0
961,0
962,0
963,1
964,0
965,1
966,0
967,1
968,0
969,1
970,0
971,0
972,0
973,0
974,1
975,1
976,0
977,1
978,1
979,1
980,0
981,1
982,0
983,1
984,1
985,0
986,1
987,0
988,0
989,1
990,0
991,0
992,1
993,1
994,0
995,0
996,0
997,0
998,1
999,1
